,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Tags,Summary,Date_published
2114,Learning To Live Again,Charlie9646,21729040,09 Dec 2019,Mature,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"4,067",1,4,20,5,756,"No Archive Warnings Apply, Hermione Granger/Severus Snape, past Severus Snape/Regulus Black, Eileen Prince, cursing, Severus Snape Lives, Bisexual Severus Snape, Mental Illness, PTSD, mpreg mentioned in passing, Unspeakable Hermione Granger, Divorced Hermione, AU, Epilogue What Epilogue, Child Abuse, Grey Severus Snape, accepting the wrong you have done, Emotionally Stunted Character, Mentally unstable characters","\n      Severus Snape just wanted a quiet life after the war. Regulus was gone, his mother had disappeared when he was a teenager, Lily was dead. And truly sometimes he wished he was dead.But, when unspeakable Granger comes with news of his mother things take a turn for the worst before they get better.\n",2019-12-09
2115,the daisy follows soft the sun,works_and_days (the_color_pomegranate),21728995,09 Dec 2019,General Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"1,124",1,4,52,4,763,"No Archive Warnings Apply, James Potter/Lily Evans Potter, James Potter, Lily Evans Potter, James Potter is a good kid, Lily realizes James is better than he seems, James Potter is head boy, Minor James Potter/Lily Evans Potter, They're so cute together, they comfort a little Muggleborn girl","\n      At the start of their seventh year, Lily finds James consoling a first year in the common room, so, as Head Girl, she knows she has to help.And to her surprise, he\'s not being a complete asshole.He\'s being...kind.\n",2019-12-09
2116,10 Categories: Harry and Draco,Diary,21728839,09 Dec 2019,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,160,1,0,14,0,469,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Undisclosed Character(s), Bisexual Harry Potter, Gay Draco Malfoy, Conversations, Families of Choice, Friendship/Love, Romance",,2019-12-09
2117,Bad Intentions,Breadmione,21728509,09 Dec 2019,Explicit,F/M,No Archive Warnings Apply,Complete Work,English,"7,265",1,14,260,43,8293,"No Archive Warnings Apply, Hermione Granger/Draco Malfoy, Draco Malfoy, Hermione Granger, Harry Potter, Ginny Weasley, Fluff, Fluff and Smut, Smut, One Shot, Post-War, Mutual Pining, Bad BDSM Etiquette, WAP, Big Dick Draco, Mild Hurt/Comfort, Mild Kink, Mild S&M",\n      They\'ve had unspoken sexual tension for over a year now. Hermione had been too focused on her job at the Ministry and Draco has been wallowing in his despair for too long. What will happen when one of them gets a taste of Felix Felicis while the other gets way too drunk? (NO NON-CON OR R*PE)\n,2019-12-09
2118,The Secret Collection: The Beginning [part 2],StarrySky_Fantasy19,21728317,09 Dec 2019,Explicit,M/M,"Rape/Non-Con, Underage",Complete Work,English,"2,130",1,5,732,46,88513,"Rape/Non-Con, Underage, Harry Potter/Horace Slughorn, Harry Potter, Horace Slughorn, Creampie, Come Swallowing, Come Shot, Anal Sex, Vaginal Sex, Underage Sex, Mind Control, Underage Rape/Non-con, Rape/Non-con Elements, Implied/Referenced Rape/Non-con, Nipple Play, Nipple Licking, Teacher-Student Relationship, Older Man/Younger Man, Feminine Harry, Unsafe Sex, Size Kink, Size Difference, Age Difference, Memory Loss, Temporary Amnesia, Trans Character, Trans Male Character, Hermaphrodites, Explicit Sexual Content, Don't Like Don't Read, Male Lactation, Lactation Kink, Lactation, Magical Contraceptive Charm, Dream Sex, Plot What Plot/Porn Without Plot, Non-Consensual, Emotional Manipulation","\n      Slughorn have always wanted to collect Harry Potter, and now that he has a chance, he will take Harry any way he can. To collect Harry. To keep him. To breed him.*-*-*\xe2\x80\x9cGood boy.\xe2\x80\x9d A voice whispered in his mind. \xe2\x80\x9cNow, sleep but your body will obey my every word.\xe2\x80\x9d\n  The raven-haired boy closed his eyes while his body presented itself to the person that had kneeled behind him.\n\n  [Please, heed and read all tags before proceeding to read. Rude comments will not be appreciated! Thank you and enjoy your reading!!]\n\n",2019-12-09
2119,Midnight Fantasy,CapricornBookworm,21727864,09 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,580,1,2,189,13,4055,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, POV Harry Potter, Masturbation, Anal Fingering, Prostate Massage, Light Dom/sub, Subspace, Sexual Fantasy, Fantasizing, Apparating (Harry Potter)",\n      There was nothing quite like the freedom of being told exactly what to do.\n,2019-12-09
2120,An Unsettling Voice,McAntiLoughlin,21726865,09 Dec 2019,Mature,"F/F, F/M, M/M","No Archive Warnings Apply, Underage",Work in Progress,English,"6,622",1,0,15,3,275,"No Archive Warnings Apply, Underage, Draco Malfoy/Original Male Character(s), Harry Potter/Original Male Character(s), Cedric Diggory/Original Male Character(s), Hermione Granger/Pansy Parkinson, Ron Weasley/Original Female Character(s), Sirius Black/Remus Lupin, Harry Potter, Draco Malfoy, Cedric Diggory, Hermione Granger, Pansy Parkinson, Ron Weasley, Severus Snape, Remus Lupin, Lavender Brown, Sirius Black, Dolores Umbridge (Briefly Mentioned), Albus Dumbledore, Original Male Character(s), Original Female Character(s), Original House-Elf Character(s), Hestia Carrow, Flora Carrow, Blaise Zabini, Harry Potter AU, AU, Alternate Universe, Alternate Universe - Canon Divergence, Gay!Draco Malfoy, Draco Malfoy in the Muggle World, draco and harry friendship, Slightly aged-up characters, Harry Potter and the Goblet of Fire, Mentions of Yu-Gi-Oh, (I'm an Early 2000's Nerd), Sorry Not Sorry, Remus Lupin Lives, Remus Lupin Being a Dad, Other Additional Tags to Be Added, Tags May Change, Almost Everyone is Gay TBH, Written By An Ugly American, Sorry For Any Messy Slang","\n      -This story will gradually be getting darker as it goes on, and is slow to update. I began this project almost two years ago now and am just beginning to write the start of chapter three. There will be mentions of mental, physical, and emotional abuse of (a) main character(s). This story is also not beta read by anyone but myself for the most part. I sadly don\'t trust people online with things I feel personal attachment to due to past events with someone I met online when I was younger. Warnings will be placed at the top of each chapter as needed, as well as added to the tags as the story is posted.-""No one ever asks me to, so I do not.""""So you follow the rule of \'don\'t speak unless you\'re spoken to\' kind of thing then?"" Blaise asked mockingly.""I would say \'does not everyone\', but then how else would conversations begin? How could anyone discuss anything if they had not been spoken to in the first place? No one would ever speak if they had not been asked because no one would ever ask because they were not spoken to first. I just so happen to know when to keep comments to myself. Unlike some...""You heard Draco give a snort.""I think he\'s trying to tell you to shut it Zabini.""\n",2019-12-09
2121,"Bubble, Bubble",pendragonfics,21726757,09 Dec 2019,General Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,"1,483",1,4,71,4,805,"No Archive Warnings Apply, Ron Weasley/Reader, Ron Weasley/You, Ron Weasley & Reader, Neville Longbottom & Reader, Ron Weasley, Reader, You, Harry Potter, Hermione Granger, Neville Longbottom, Severus Snape, gender neutral reader, No Pronouns Used/Mentioned, Hufflepuff Reader, Hogwarts Fifth Year, Canon Compliant, Potions Class (Harry Potter), Teenage Drama, Young Love, Fluff","\n      A fifth-year Hufflepuff, Reader is in charge of the Potion\'s Club. When Ron, their crush, plays hooky on the meetings he\'s supposed to be present at one time too many, can Reader make sense of their feelings toward him?\n",2019-12-09
2122,Nightmares: A Harry Potter Fanfiction,TheWonderingWizard,21726499,09 Dec 2019,Teen And Up Audiences,No category,Graphic Depictions Of Violence,Complete Work,English,"11,387",1,0,11,1,369,"Graphic Depictions Of Violence, Hermione Granger & Harry Potter, Harry Potter, Hermione Granger, Neville Longbottom, Albus Dumbledore, Parvati Patil, Original Female Character(s), Ron Weasley, Halloween, Hogwarts First Year, Nightmares, Developing Friendships","\n      This is a canon-divergent telling of the first Halloween where we see Harry and the gang at Hogwarts. Some of the characters will have had their personalities and backgrounds modified. This story includes a darker version of the incident with the Troll and the aftermath. I don\xe2\x80\x99t want to say more, on the off chance that I give too much away. Enjoy.\n",2019-12-09
2123,Did you find it hard to breathe?,furious_hope,21726181,09 Dec 2019,Explicit,Gen,"Graphic Depictions Of Violence, Major Character Death",Complete Work,English,538,1,0,0,0,109,"Graphic Depictions Of Violence, Major Character Death, Original Male Character(s), Bellatrix Black Lestrange, Rodolphus Lestrange",\n      Lord Selwyn refuses to give the rudest member of the arrogant Black family any satisfaction.\n,2019-12-09
2124,"And no one cares, there\'s no one there",furious_hope,21726139,09 Dec 2019,Mature,Gen,Major Character Death,Complete Work,English,456,1,0,3,1,51,"Major Character Death, Original Female Character(s), Original Female Character(s) of Color, Halfblood Slytherin, Grief/Mourning","\n      Sally Cheboi is a Slytherin, and she defies any wannabe Death Eaters to say otherwise.\n",2019-12-09
2125,[ART] a day of celebration...,digthewriter,21726097,09 Dec 2019,General Audiences,F/F,No Archive Warnings Apply,Complete Work,English,0,1,6,24,0,886,"No Archive Warnings Apply, Hermione Granger/Pansy Parkinson, Art, Digital Art, Fluff, Happy Ending, Getting Together, festive, celebration, Christmas, Holidays, Tinsel, Femslash, POC Hermione, PoC character, femmeslash",\n      Prompt: Festive.\n,2019-12-09
2126,Digoxin & Coniine,Baryshnikov,21725722,09 Dec 2019,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,"2,204",1,4,192,32,2310,"Creator Chose Not To Use Archive Warnings, Harry Potter/Tom Riddle, Harry Potter, Tom Riddle, Implied/Referenced Murder, Dom/sub Undertones, Power Dynamics, Power Play, hit lists, Undressing, Dark Harry Potter, Murder Kink, probably, a little dark, Moral Ambiguity, Control",\n      Tom was the only person Harry had ever met who made murder look good.\n,2019-12-09
2127,Through The Lens Of Love,Thealmostrhetoricalquestion,21686644,09 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"6,820",1,7,37,1,459,"No Archive Warnings Apply, Lorcan Scamander/Hugo Weasley, Lorcan Scamander, Hugo Weasley, Lysander Scamander, Luna Lovegood, Fluff, Mutual Pining, Insecurity, Photography, Harry Potter Next Generation, Getting Together, Christmas Fluff",\n      Lorcan and Hugo celebrate their first Christmas together. Twice.\n,2019-12-09
2128,Be My Voice,Kazhiru,21683074,09 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"59,621",6,173,1552,422,21769,"No Archive Warnings Apply, Harry Potter/Severus Snape, Harry Potter, Severus Snape, Secret Snarry Swap 2019, Hurt/Comfort, Slice of Life, Getting Together, injured Snape, hurt snape, Developing Relationship, Slow Burn, Caretaker Harry, Post-Hogwarts, Living Together","\n      Severus Snape is left to rot in Azkaban, but that doesn\'t sit well with Harry at all. It begins with weekly visits, which evolve into tentative camaraderie. Harry may have taken on a task too big for him, but he will be damned if he doesn\'t see Severus back on his own two feet.\n",2019-12-09
2129,About Time,gnarf,21651478,09 Dec 2019,Mature,M/M,Major Character Death,Complete Work,English,673,1,22,207,14,1347,"Major Character Death, Astoria Greengrass/Draco Malfoy, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Master of Death Harry Potter, Death from Old Age, Not Canon Compliant, Christmas, Fluff, Happy Ending, Other: See Story Notes","\n      Draco sat on his sofa, anxiously waiting for time to pass, for the day to finally be over, and the clock to tick midnight. It was a tradition he had kept throughout the years. Many years have passed since he started it, a whole life one could say he thought, grinning to himself. It happened every year. The clock would tick midnight and Christmas would arrive, together with him.\n",2019-12-09
2130,It\xe2\x80\x99s Beginning To Look A Lot Like Christmas,ginvraweasley,21635530,09 Dec 2019,Not Rated,No category,No Archive Warnings Apply,Complete Work,English,"4,015",2,9,30,3,669,"No Archive Warnings Apply, Albus Severus Potter & James Sirius Potter, James Sirius Potter, Albus Severus Potter, Lily Luna Potter, Christmas with the Potters, Brotherly Love, Brotherly Bonding, Potter Siblings Own My Heart, ccfandom","\n      Christmas is very important to the Potter-Weasley family. It means the children come home from Hogwarts and they get to be together as a family for the holiday. But with the holidays comes a lot of different things like having to deal with wrapping gifts, having to prepare breakfast on Christmas morning with your children around and then there\'s people that have no one to celebrate Christmas with.\n",2019-12-01
2131,Planning a Date,Titti,21619507,09 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,072",1,10,81,7,649,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Challenge Response, Bi-Gender Character(s)","\n      Draco needs a date and asks Harry, but nothing is ever simple with these two.\n",2019-12-09
2132,Burn the Curtains and the Wine,PalenDrome (nerdherderette),21525925,09 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"24,320",5,205,1430,388,24642,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Ron Weasley, Hermione Granger, Pansy Parkinson, Blaise Zabini, Alternate Universe - Mr. & Mrs. Smith Fusion, Alternate Universe - Assassins & Hitmen, Ministry of Magic Employee Harry Potter, Ministry of Magic Employee Draco Malfoy, Secret Identity, Strained Relationships, Secrets, Lies, Explicit Sexual Content, Rough Sex, Hate Sex, brief spanking, Dirty Talk, Face-Fucking, Office Sex, Semi-Public Sex, Oral Sex, Rimming, Anal Sex, Switching, Cuddling & Snuggling, Endearments, Love Confessions, Drinking, Canon-Typical Violence, Duelling, Fights, Fist Fights, Knives, Guns, Mild Blood, Fake Character Death, Dubious Ethics, Dubious Consent Due To Identity Issues, Intrigue, Innuendo, Banter, Getting Together, Established Relationship, Enemies to Lovers, Happy Ending, Minor Hermione Granger/Ron Weasley, Harry Potter Epilogue What Epilogue | EWE, Post-Second War with Voldemort, Post-Hogwarts, POV Harry Potter, H/D Erised 2019","\n      There are two versions of Harry Potter: the wizard who is the Ministry of Magic\'s most dangerous and successful assassin, and the husband who leads a staid life of domesticity with a reformed Death Eater. And never the twain shall meet.Until, one day, they do.\n",2019-12-09
2133,Cover Art: Ocean of Storms by Bounding-Heart,Kiertorata,21503311,09 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,51,1,9,42,1,1298,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Cover Art","\n      Cover art for the fantastic, 113k Drarry fic Ocean of Storms by Bounding-Heart.\n",2019-12-09
2134,When Green Shines,OTPshipper98,21467815,09 Dec 2019,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"2,419",1,42,882,95,7580,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Background & Cameo Characters, Alternate Universe - Soulmates, Red String of Fate, Northern Lights, Getting Together, Weddings, Fluff, Harry Potter Epilogue What Epilogue | EWE, Battle of Hogwarts, Non-Linear Narrative, Happy Ending, Established Relationship, Hogwarts Eighth Year, Implied/Referenced Glove Kink, Public Display of Affection, Soulmates, Light Angst","\n      The legends say that a fine, red string of fate connects those whose souls are destined for one another. And the legends are true, except the string isn\xe2\x80\x99t always fine and it isn\xe2\x80\x99t always red. It\xe2\x80\x99s different for everybody. For some it\xe2\x80\x99s silk, for some lightning. Some people are connected by a ribbon of clouds, and some by electricity.So why does Harry\xe2\x80\x99s have to look like the bloody Killing Curse?\n",2019-12-09
2135,"Yes, Love",maraudersaffair,21466144,09 Dec 2019,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,"1,038",1,14,216,15,3216,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Domestic Fluff, Christmas, Dirty Talk, Love, Fluff and Smut, Christmas Fluff, Banter, Showers, Established Relationship, Begging, Cuddling & Snuggling, Christmas Smut, Blow Jobs, Hand Jobs, Shower Sex",\n      Harry and Draco keep each other warm at home. They snuggle and kiss and have hot sex.\n,2019-12-09
2136,[ART] Harry\'s Brooms,Kiertorata,21459202,09 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,0,1,14,83,1,1301,"No Archive Warnings Apply, Draco Malfoy/Harry Potter, Draco Malfoy, Harry Potter, Stan Shunpike, Broom-maker Harry, Quidditch Team Owner Draco, Chudley Cannons, unusual careers, Fanart, Comic, Fan Comics","\n      A meeting, sometime in their late 20s.\n",2019-12-09
2137,Sirius Black and the Sorting Hat,furious_hope,21388132,09 Dec 2019,Teen And Up Audiences,"F/F, Gen",No Archive Warnings Apply,Work in Progress,English,974,1,0,7,1,179,"No Archive Warnings Apply, Sirius Black & Remus Lupin & Peter Pettigrew & James Potter, Sirius Black & Walburga Black, Sirius Black, Walburga Black, Orion Black, Regulus Black, James Potter, Remus Lupin, Peter Pettigrew, Lily Evans Potter, Severus Snape, Minerva McGonagall, Gideon Prewett (Harry Potter), female Sirius Black - Character, Genderbending, Rule 63, All characters genderbent, Marauders, Hogwarts First Year","\n      Genderbent retelling of the Marauders\' time at Hogwarts, beginning with first year from Sirius\' perspective. Keeping fairly close to cannon although with eventual Wolfstar and a somewhat more progressive Wizarding World.\n",2019-12-09
2138,Giving in,Angelamore,21268520,09 Dec 2019,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,185",1,0,10,0,277,"Creator Chose Not To Use Archive Warnings, Ginny Weasley/Blaise Zabini, Ginny Weasley, Blaise Zabini, Holyhead Harpies, Quidditch, Implied Sexual Content, Flirting",\n      Ginny just needed a shot - or five -  to come to the conclusion that she could give in.\n,2019-12-09
2139,Ginny Weasley & The Chamber of Secrets,justmattycakes,20212681,09 Dec 2019,Teen And Up Audiences,F/M,No Archive Warnings Apply,Complete Work,English,"70,382",13,93,139,19,4646,"No Archive Warnings Apply, Harry Potter/Ginny Weasley, Ginny Weasley, Harry Potter, Lily Evans Potter, James Potter, Colin Creevey, Luna Lovegood, Horace Slughorn, Rubeus Hagrid, Tom Riddle | Voldemort, Original Female Character(s), Ron Weasley, Hermione Granger, Slow Burn, Alternate Universe - Canon Divergence, BAMF Ginny Weasley, Ginny is the Chosen One, What-If","\n      Ginny had lived an unremarkable life as a muggle, bouncing between foster homes, until Hagrid\xe2\x80\x99s fateful visit changed her universe. With her Hogwarts acceptance letter in hand, Ginny sets out to discover a world of magic - and learn the truth about her lightning scar.ChosenGinny and the First Year of Hogwarts, Magic and Mischief Included\n",2019-08-12
2140,Silhouettes,ThisBirdWithoutACage,12992835,09 Dec 2019,Not Rated,"F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"35,353",8,33,241,59,5411,"Creator Chose Not To Use Archive Warnings, Original Percival Graves/Newt Scamander, Queenie Goldstein/Jacob Kowalski, Newt Scamander, Original Percival Graves, Tina Goldstein, Queenie Goldstein, Jacob Kowalski, Seraphina Picquery, Theseus Scamander, Gellert Grindelwald, Albus Dumbledore, Percival Graves family, Original Child Character(s), Original Aurors, Original no-mag, Slow Burn, Original Percival Graves Has PTSD - Post-Traumatic Stress Disorder, Workaholic Original Percival Graves, BAMF Newt Scamander, Sad Newt Scamander, Protective Tina Goldstein, Emotional Hurt/Comfort, Grindelwald is a jerk, that goes without saying, Protective Queenie Goldstein, Bakery, Minor Character Death, Writer does not know enough 1920s slang, Post-Canon, newt needs a hug, Protective Original Percival Graves, Protective Newt Scamander, Family Secrets, Not Canon Compliant - Movie 2: Fantastic Beasts: The Crimes of Grindelwald","\n      Six months after Percival Graves was found and freed, yet he is still a prisoner of his own thoughts. He finds himself going through the motions of everyday life until Newt Scamander returns to America after the success of his book to work for MACUSA as their Magizoologist. Newt Scamander agrees to work for MACUSA holding secrets of his own. Secrets that could ruin his budding relationship with Graves. With the two of them working on an almost impossible case to solve, and the ever looming threat of Grindelwald, emotions are bound to collide.\n",2017-12-12
2141,The Lost Prince,Komodo_Butterfly,17249627,09 Dec 2019,Mature,M/M,"Graphic Depictions Of Violence, Rape/Non-Con",Work in Progress,English,"5,542",2,53,560,137,7458,"Graphic Depictions Of Violence, Rape/Non-Con, Marauders & Severus Snape, Albus Dumbledore & Severus Snape, Severus Snape/?, Severus Snape, James Potter, Sirius Black, Remus Lupin, Albus Dumbledore, Lily Evans Potter, Marauders (Harry Potter), Aurelius Prince, Severus Prince, Implied/Referenced Rape/Non-con, Violence, Bullying, Young Severus Snape, Marauders' Era, Pureblood Society (Harry Potter), Prince Family - Freeform, Severus Finds Family, Pureblood Customs","\n      Severus was not used to kindness. So when he stands accused of murdering his father and faces lifetime imprisonment at 15, he assumes that\'s it. But he should know by now, the wizarding world is full of surprises. Like discovering he belongs to an old and noble family, or discovering his enemies may have been his saviours. Maybe even discovering love.\n",2018-12-31
2142,Spirituous,perverse_idyll,21731287,09 Dec 2019,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,200,1,12,51,7,385,"No Archive Warnings Apply, Minerva McGonagall, Albus Dumbledore, Severus Snape, Community: hp_halloween, Friendship, Regret, Hot Spiced Drinks, Post-Canon",\n      Minerva prefers not to drink alone.\n,2019-12-09
2143,More Than Life,QueenOfRohirrim,21730051,09 Dec 2019,Mature,"Gen, M/M",Major Character Death,Complete Work,English,351,1,3,168,10,1811,"Major Character Death, Severus Snape & Draco Malfoy, Lucius Malfoy/Severus Snape (Heavily Implied), Severus Snape, Draco Malfoy, Tom Riddle | Voldemort, Lucius Malfoy (Mentioned), Canonical Character Death, Angst, Sad, Father-Son Relationship, Regret, Self-Sacrifice, Implied Mpreg","\n      Snape knows the truth about the elder wand and it\xe2\x80\x99s allegiance, but he will not tell Voldemort.Draco must live, no matter the cost.\n",2019-12-09
2144,"i move thee forth, all dutiful soldiers",thebetterbina,21730030,09 Dec 2019,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,"1,488",1,17,452,52,2247,"No Archive Warnings Apply, Harry Potter/Tom Riddle | Voldemort, Harry Potter, Tom Riddle | Voldemort, Armando Dippet, Harry Potter is Not the Boy-Who-Lived, Harry Potter is Not a Horcrux, War with Grindelwald, tom is in his seventh year when grindelfuck attacks hogwarts, harry is a statue, like one of those vatican angel statues, idk where dumblefuck is","\n      \n  Tom\xe2\x80\x99s always loved Hogwarts. \n  Her captivating beauty and enchanting high stone walls will always be his first home, where he\xe2\x80\x99s spent seven years walking her hallways and learning her corridors, every nook, and cranny that made up the historical site through which students of every magical generation must pass. \n  He\xe2\x80\x99d taken care to learn about his home, her past, and every carving that made up her structure. From the foundations that were laid in the time of the founders, to the strong wards that protected her, strengthened through the years. \n  In particular, he\xe2\x80\x99s always admired the statues.\nTom Riddle falls in love with one of Hogwarts\' statues.\n",2019-12-09
2145,Bent but not broken,Dragona (orphan_account),20446235,09 Dec 2019,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"43,631",12,163,473,96,8452,"Creator Chose Not To Use Archive Warnings, Draco Malfoy/Harry Potter, Harry Potter, Draco Malfoy, Ron Weasley, Hermione Granger, Blaise Zabini, Gawain Robards, Original Characters, Lucius Malfoy, Narcissa Black Malfoy, Death Eater Characters, Pansy Parkinson, Zacharias Smith, Justin Finch-Fletchley, Ginny Weasley, Gregory Goyle, Millicent Bulstrode, Theodore Nott, Post-Hogwarts, Alternate Universe - Canon Divergence, Not Canon Compliant, Harry Potter Epilogue What Epilogue | EWE, Slow Burn, Smut, Explicit Sexual Content, Enemies to Friends to Lovers, Auror Harry Potter, Auror Ron Weasley, Ministry of Magic Employee Draco Malfoy, Rape Recovery, Past Rape/Non-con, Post-Traumatic Stress Disorder - PTSD, Nightmares, Panic Attacks, Hurt/Comfort, Angst, Hermione Granger/Ron Weasley - Freeform, Past Harry Potter/Ginny Weasley, Sex Toys, sexual anxiety, Homophobia, Coming Out, being outed, Casual Sex, Blowjobs, Frottage, handjobs, discontinued","\n      It\xe2\x80\x99s been six years since the Battle of Hogwarts, but Draco still wakes up in cold sweats, haunted by the memories. Something happened to him that night. Something he\xe2\x80\x99s never told anyone. And he\'s so deeply ashamed of it, sometimes he can barely breathe.Only one person was there to witness it\xe2\x80\x94and Harry Potter is the last person Draco is intent on seeking comfort from. He is quite capable of handling his emotions on his own, thank you very much. \nQuite frankly, Harry isn\'t buying it.\n",2019-08-30
2146,i am not his son,works_and_days (the_color_pomegranate),21729430,09 Dec 2019,General Audiences,No category,No Archive Warnings Apply,Complete Work,English,"1,364",1,5,105,12,809,"No Archive Warnings Apply, Harry Potter, Vernon Dursley, Dudley Dursley, Petunia Evans Dursley, Implied/Referenced Child Abuse, Child Neglect, Child Abuse, Harry Potter Needs a Hug, Vernon Dursley Being an Asshole, harry doesn't understand his magic, harry just wants to be loved, someone give this kid a hug plz","\n      \n  ""Boy, you open this door!""\n\n\n  My name is Harry, he thought, but he dare not say those words aloud.\n\nWhen Harry grows jealous of Uncle Vernon\'s loving relationship with Dudley, his magic explodes, and Harry knows he\'s in for it. He just wishes Uncle Vernon would love him.\n",2019-12-09
2147,Ridicule Us,RonsGirlFriday,21729382,09 Dec 2019,Mature,Gen,No Archive Warnings Apply,Complete Work,English,"2,656",1,9,50,5,526,"No Archive Warnings Apply, George Weasley, Ron Weasley, Original Characters, Boggarts, Dark, POV George Weasley, Brotherhood, Trauma, Survivor Guilt, Angst",\n      \n\n  \n    \n    \n  \n  George and Ron are older and wiser. But a battle with a boggart reveals that their deepest fears have endured the test of time.\n   HPFT FROGS Winner 2020: Best Dialogue\nBanner by cassielassie (aka aurevoir @HPFT)\n,2019-12-09
2148,A Walk in the Snow,Squarepeg72,21729274,09 Dec 2019,Mature,M/M,No Archive Warnings Apply,Complete Work,English,"1,598",1,9,54,5,1234,"No Archive Warnings Apply, Marcus Flint/Oliver Wood, Marcus Flint, Oliver Wood, Secrets, Secret Relationship, Emotional Hurt, Christmas Vacation",\n      A winter holiday turns into a disaster after dinner at a local pub. Can Marcus and Oliver fix their relationship before one of them freezes his stubborn arse off in the cold and snow?\n,2019-12-09
2149,On The Brink of Oblivion,QueenOfRohirrim,17397752,08 Dec 2019,Explicit,"F/M, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,"8,815",6,29,282,38,5557,"Creator Chose Not To Use Archive Warnings, Lucius Malfoy/Severus Snape, Lucius Malfoy/Narcissa Black Malfoy, Lucius Malfoy, Severus Snape, Draco Malfoy, Narcissa Black Malfoy, Abraxas Malfoy, Mpreg, Bisexual Male Character, Childbirth, After Voldemort's 1st Defeat, Baby Draco Malfoy",\n      Narcissa is barren and longs for a child. Lucius loves his dear wife and he still needs an heir. Severus Snape has always been loyal to those he loves.\n,2019-01-12
2150,Amortentia,Finian,8845732,08 Dec 2019,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,"5,916",6,117,292,20,4092,"Creator Chose Not To Use Archive Warnings, Credence Barebone/Original Percival Graves, Credence Barebone, Original Percival Graves, Newt Scamander, Tina Goldstein, irresponsible use of potionmaking, graves is smarter than that, AU where everything is okay, credence lives au, graves is daddy af, one of my dumb ocs makes a vague appearance, New tags!, another dumb oc makes another vague appearance!, tina is such a big sister, there might be smut as an alternate ending to this so if you want it it might happen",\n      Credence finds a potionbook in the back of the MACUSA library. Credence also misunderstands the concept of love.\n,2016-12-14
2151,Severus Snape Fluff/Smut,Saturn_Born,21728425,09 Dec 2019,Teen And Up Audiences,F/M,Choose Not To Use Archive Warnings,Complete Work,English,"1,049",1,4,152,7,6559,"Creator Chose Not To Use Archive Warnings, Severus Snape/Original Character(s), Severus Snape/Reader, Severus Snape, Professor Snape, Original Female Character(s), Fluff and Smut, No Plot/Plotless, Smut","\n      Just some cute Snape x Reader SMUT and FLUFF. (this is my first smut story, so hope it isn\'t bad!)\n",2019-12-09
